UG01_Comandos.Reserva_28345,UG01,1x,20345,,Bit
UG01_Comandos.Reserva_28346,UG01,1x,20346,,Bit
UG01_Comandos.Reserva_28347,UG01,1x,20347,,Bit
UG01_Comandos.Reserva_28348,UG01,1x,20348,,Bit
UG01_Comandos.Reserva_13149,UG01,1x,20349,,Bit
UG01_Comandos.Reserva_28350,UG01,1x,20350,,Bit
UG01_Comandos.Reserva_28351,UG01,1x,20351,,Bit
UG01_Comandos.Reserva_28352,UG01,1x,20352,,Bit
UG01_Comandos.CtrlP_Status,UG01,1x,20353,,Bit
UG01_Comandos.CtrlP_Religamento,UG01,1x,20354,,Bit
UG01_Comandos.CtrlQ_ModoFP,UG01,1x,20355,,Bit
UG01_Comandos.CtrlQ_ModoVAr,UG01,1x,20356,,Bit
UG01_Comandos.Reserva_20357,UG01,1x,20357,,Bit
UG01_Comandos.Reserva_20358,UG01,1x,20358,,Bit
UG01_Comandos.Reserva_20359,UG01,1x,20359,,Bit
UG01_Comandos.Reserva_20360,UG01,1x,20360,,Bit
UG01_Comandos.Reserva_20361,UG01,1x,20361,,Bit
UG01_Comandos.Reserva_20362,UG01,1x,20362,,Bit
UG01_Comandos.Reserva_20363,UG01,1x,20363,,Bit
UG01_Comandos.Reserva_20364,UG01,1x,20364,,Bit
UG01_Comandos.Reserva_20365,UG01,1x,20365,,Bit
UG01_Comandos.Reserva_20366,UG01,1x,20366,,Bit
UG01_Comandos.Reserva_20367,UG01,1x,20367,,Bit
UG01_Comandos.Reserva_20368,UG01,1x,20368,,Bit
UG01_Comandos.UHLM_Ligada,UG01,1x,20369,,Bit
UG01_Comandos.UHLM_Desligada,UG01,1x,20370,,Bit
UG01_Comandos.UHLM_Operacional,UG01,1x,20371,,Bit
UG01_Comandos.UHLM_Bomba01_Status,UG01,1x,20372,,Bit
UG01_Comandos.UHLM_Bomba02_Status,UG01,1x,20373,,Bit
UG01_Comandos.UHLM_Bomba03_Status,UG01,1x,20374,,Bit
UG01_Comandos.UHLM_Bomba04_Status,UG01,1x,20375,,Bit
UG01_Comandos.UHLM_Bomba05_Status,UG01,1x,20376,,Bit
UG01_Comandos.UHLM_Bomba01_Trip,UG01,1x,20377,,Bit
UG01_Comandos.UHLM_Bomba02_Trip,UG01,1x,20378,,Bit
UG01_Comandos.UHLM_Bomba03_Trip,UG01,1x,20379,,Bit
UG01_Comandos.UHLM_Bomba04_Trip,UG01,1x,20380,,Bit
UG01_Comandos.UHLM_Bomba05_Trip,UG01,1x,20381,,Bit
UG01_Comandos.UHLM_Fluxo01_TrocrCalor,UG01,1x,20382,,Bit
UG01_Comandos.UHLM_Fluxo02_TrocrCalor,UG01,1x,20383,,Bit
UG01_Comandos.UHLM_Fluxo03_TrocrCalor,UG01,1x,20384,,Bit
UG01_Comandos.UHLM_Fluxo04_TrocrCalor,UG01,1x,20385,,Bit
UG01_Comandos.UHLM_Fluxo05_TrocrCalor,UG01,1x,20386,,Bit
UG01_Comandos.UHLM_FluxoOleo_Mancal01,UG01,1x,20387,,Bit
UG01_Comandos.UHLM_FluxoOleo_Mancal02,UG01,1x,20388,,Bit
UG01_Comandos.UHLM_FluxoOleo_Mancal03,UG01,1x,20389,,Bit
UG01_Comandos.UHLM_FluxoOleo_Mancal04,UG01,1x,20390,,Bit
UG01_Comandos.UHLM_FluxoOleo_Mancal05,UG01,1x,20391,,Bit
UG01_Comandos.UHLM_Pressostato01_Linha,UG01,1x,20392,,Bit
UG01_Comandos.UHLM_Pressostato02_Linha,UG01,1x,20393,,Bit
UG01_Comandos.UHLM_Pressostato03_Linha,UG01,1x,20394,,Bit
UG01_Comandos.UHLM_Pressostato04_Linha,UG01,1x,20395,,Bit
UG01_Comandos.UHLM_Pressostato05_Linha,UG01,1x,20396,,Bit
UG01_Comandos.UHLM_FiltroOleo01_Sujo,UG01,1x,20397,,Bit
UG01_Comandos.UHLM_FiltroOleo02_Sujo,UG01,1x,20398,,Bit
UG01_Comandos.UHLM_FiltroOleo03_Sujo,UG01,1x,20399,,Bit
UG01_Comandos.UHLM_FiltroOleo04_Sujo,UG01,1x,20400,,Bit
UG01_Comandos.UHLM_FiltroOleo05_Sujo,UG01,1x,20401,,Bit
UG01_Comandos.UHLM_NivelMaximo01_Oleo,UG01,1x,20402,,Bit
UG01_Comandos.UHLM_NivelMaximo02_Oleo,UG01,1x,20403,,Bit
UG01_Comandos.UHLM_NivelMaximo03_Oleo,UG01,1x,20404,,Bit
UG01_Comandos.UHLM_NivelMinimo01_Oleo,UG01,1x,20405,,Bit
UG01_Comandos.UHLM_NivelMinimo02_Oleo,UG01,1x,20406,,Bit
UG01_Comandos.UHLM_NivelMinimo03_Oleo,UG01,1x,20407,,Bit
UG01_Comandos.UHLM_ResAquec_Operacional,UG01,1x,20408,,Bit
UG01_Comandos.UHLM_ResAquec_Ligada,UG01,1x,20409,,Bit
UG01_Comandos.UHLM_ResAquec_Desligada,UG01,1x,20410,,Bit
UG01_Comandos.UHLM_ResAquec_Trip,UG01,1x,20411,,Bit
UG01_Comandos.TrocCalor_Bomba01_Status,UG01,1x,20412,,Bit
UG01_Comandos.TrocCalor_Bomba02_Status,UG01,1x,20413,,Bit
UG01_Comandos.TrocCalor_Bomba03_Status,UG01,1x,20414,,Bit
UG01_Comandos.TrocCalor_Bomba04_Status,UG01,1x,20415,,Bit
UG01_Comandos.TrocCalor_Bomba05_Status,UG01,1x,20416,,Bit
